File,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100,Feature_101,Feature_102,Feature_103,Feature_104,Feature_105,Feature_106,Feature_107,Feature_108,Feature_109,Feature_110,Feature_111,Feature_112,Feature_113,Feature_114,Feature_115,Feature_116,Feature_117,Feature_118,Feature_119,Label
File_0,-700.77392578125,66.38289642333984,-15.75893783569336,12.378655433654785,-2.779426336288452,2.0402162075042725,-16.53520393371582,-0.08840423077344894,-11.130049705505371,-8.740851402282715,-3.6091978549957275,-3.8443777561187744,-5.87823486328125,-2.845845937728882,-7.681065559387207,-2.8144450187683105,-2.9504501819610596,-4.485857963562012,-7.825118064880371,-4.179914474487305,-3.6785783767700195,-4.883273601531982,-1.9232056140899658,-2.88612961769104,-2.645937442779541,2.814333438873291,-2.635823965072632,-0.13708539307117462,-1.2985998392105103,-0.5846520066261292,-1.0145916938781738,1.2510550022125244,4.478389263153076,3.4121243953704834,2.8103721141815186,3.3843514919281006,1.492489218711853,1.330512285232544,-0.34702080488204956,0.7607017755508423,42.45450973510742,42.45450973510742,42.45450973510742,42.45450973510742,42.45450973510742,-5.421637058258057,-0.5598238110542297,-1.392307162284851,-0.21415752172470093,0.2072593867778778,0.7090721726417542,0.14939604699611664,0.7225401997566223,0.3208875358104706,-0.21501918137073517,-0.09553675353527069,0.04728170484304428,-0.062464263290166855,0.2612440288066864,0.10244505852460861,0.2852950394153595,0.8180208206176758,0.7633724212646484,0.5662010312080383,0.46722841262817383,0.4096084237098694,0.17136907577514648,0.2663671374320984,0.44337281584739685,0.44656822085380554,0.7637016773223877,0.6649866104125977,0.5480393767356873,0.29634127020835876,-0.05151529237627983,-0.36531251668930054,-0.36531251668930054,-0.36531251668930054,-0.36531251668930054,-0.36531251668930054,-41.992271423339844,-41.992271423339844,-41.992271423339844,-41.992271423339844,-41.992271423339844,3.4956207275390625,-0.23386165499687195,1.5582724809646606,0.6034846305847168,0.6004216074943542,-0.5982601046562195,0.25521624088287354,-0.33229538798332214,-0.16357097029685974,-0.12553410232067108,-0.05395098403096199,-0.020795390009880066,0.07126372307538986,0.07369934767484665,0.34714826941490173,0.2106700986623764,0.2799222469329834,-0.17602889239788055,-0.02841399796307087,-0.18158437311649323,-0.2553367018699646,-0.14674076437950134,-0.04245959222316742,0.31863901019096375,0.49641627073287964,0.024539586156606674,-0.010864893905818462,-0.3423837125301361,-0.44373443722724915,-0.5185470581054688,-0.20244155824184418,-0.20244155824184418,-0.20244155824184418,-0.20244155824184418,-0.20244155824184418,Neutral
File_1,-839.049072265625,55.32789611816406,-5.580371379852295,17.06502342224121,-2.2856738567352295,4.6708478927612305,-9.527438163757324,0.47141411900520325,-10.288005828857422,-8.44057559967041,-3.7341983318328857,-4.921080589294434,-3.191108465194702,-7.551475524902344,-6.940308570861816,-2.29801344871521,-2.246521472930908,-7.1568193435668945,-6.407713413238525,-3.9722704887390137,-3.3533098697662354,-4.454273700714111,-3.5343565940856934,-5.222021102905273,-3.2314605712890625,-0.4433172643184662,-2.603888511657715,-1.2955131530761719,-1.2716960906982422,-0.6373290419578552,-2.617387056350708,-3.3185863494873047,0.44936224818229675,-2.311056613922119,-2.136948347091675,-0.31408411264419556,-1.0694198608398438,-0.230876624584198,0.11173480749130249,2.248993158340454,52.169776916503906,52.169776916503906,52.169776916503906,52.169776916503906,52.169776916503906,-5.16042947769165,-1.4889366626739502,-1.9878901243209839,-0.4953838884830475,-0.5685247778892517,0.06655231863260269,0.021444525569677353,0.6925168037414551,0.18491649627685547,-0.17097733914852142,-0.006191249471157789,0.10491989552974701,0.2606682777404785,0.13543331623077393,-0.11833401769399643,0.11882247775793076,0.561703622341156,0.42130184173583984,0.35466837882995605,0.40737295150756836,0.5089391469955444,0.3414881229400635,0.1733354777097702,0.11214451491832733,-0.06171737611293793,-0.006966839078813791,0.017487559467554092,0.062454115599393845,0.16154009103775024,0.3189837634563446,0.44142207503318787,0.44142207503318787,0.44142207503318787,0.44142207503318787,0.44142207503318787,-51.068782806396484,-51.068782806396484,-51.068782806396484,-51.068782806396484,-51.068782806396484,2.5300450325012207,0.007105907890945673,1.4187952280044556,0.6325268745422363,0.5911231637001038,-0.21859805285930634,0.37304168939590454,-0.14044417440891266,-0.21120290458202362,-0.04062836617231369,0.00778605043888092,0.10505806654691696,-0.14674384891986847,0.04673335701227188,0.18884077668190002,0.10783252865076065,-0.0011859443038702011,0.010018049739301205,0.15030673146247864,0.08722348511219025,-0.03463136777281761,-0.20692886412143707,-0.3888280689716339,-0.009025183506309986,0.05101653188467026,-0.06885810941457748,0.12529437243938446,0.11372344195842743,0.1165672168135643,-0.005795851815491915,0.11927375942468643,0.11927375942468643,0.11927375942468643,0.11927375942468643,0.11927375942468643,Calm
File_2,-704.8304443359375,59.737815856933594,-10.804082870483398,12.701000213623047,-4.3403706550598145,4.029754638671875,-15.78647232055664,0.2240772694349289,-13.41860294342041,-7.479320049285889,-2.8190195560455322,-4.167943000793457,-5.306605339050293,-2.2922165393829346,-8.643692016601562,-1.2413111925125122,-3.4656383991241455,-5.782016277313232,-6.8745622634887695,-3.755688428878784,-3.262786626815796,-5.11063814163208,-2.04148006439209,-4.7899956703186035,-3.455547571182251,0.20043686032295227,-4.259039878845215,0.09273870289325714,0.01447215024381876,3.2307565212249756,1.8122121095657349,2.118591785430908,2.0040109157562256,1.6873819828033447,0.03329446166753769,1.1749821901321411,0.208979070186615,0.4344834089279175,0.25235968828201294,1.417955994606018,42.80783462524414,42.80783462524414,42.80783462524414,42.80783462524414,42.80783462524414,-5.218533992767334,-0.8427141308784485,-1.392699956893921,-0.17044205963611603,0.13278764486312866,0.6759601831436157,0.27249667048454285,0.8125377893447876,0.12275892496109009,-0.2721925377845764,-0.08093997091054916,0.04637356102466583,-0.05947747454047203,0.2872149646282196,-0.08279551565647125,0.18879400193691254,0.5556591749191284,0.37109309434890747,0.3602171838283539,0.4879079759120941,0.8082568645477295,0.7718227505683899,0.8961963653564453,0.7145536541938782,0.5097729563713074,0.4136696755886078,0.024841509759426117,-0.15630567073822021,-0.3308787941932678,-0.2565699815750122,-0.17312681674957275,-0.17312681674957275,-0.17312681674957275,-0.17312681674957275,-0.17312681674957275,-42.589027404785156,-42.589027404785156,-42.589027404785156,-42.589027404785156,-42.589027404785156,3.142510175704956,0.08785928040742874,1.5333573818206787,0.5832737684249878,0.7752736806869507,-0.6370910406112671,0.25270164012908936,-0.4894949495792389,-0.19271992146968842,-0.08213905990123749,-0.02565183863043785,0.06618411093950272,0.08825638890266418,0.021236281841993332,0.27524569630622864,0.042238812893629074,0.06960124522447586,-0.15961162745952606,0.15869180858135223,0.15467426180839539,0.21188651025295258,0.195652037858963,-0.09404616057872772,-0.13338541984558105,-0.16512052714824677,-0.539374589920044,-0.23974499106407166,-0.17846107482910156,0.04771565645933151,0.018721939995884895,0.1520015448331833,0.1520015448331833,0.1520015448331833,0.1520015448331833,0.1520015448331833,Neutral
File_3,-787.1323852539062,59.854774475097656,-5.291254043579102,18.932836532592773,-4.991405010223389,8.691061019897461,-11.437883377075195,0.34691810607910156,-10.680456161499023,-7.855691432952881,-0.852476954460144,-6.362616062164307,-1.35482656955719,-5.100390434265137,-7.308558940887451,-0.24740183353424072,-2.2755255699157715,-5.372308254241943,-6.3314642906188965,-4.40043306350708,-2.091684341430664,-3.0310254096984863,-3.6854910850524902,-5.31367826461792,-3.72342848777771,-0.6139025688171387,-5.530509948730469,-3.4903807640075684,-2.7234132289886475,-2.1455540657043457,-3.817243814468384,-2.1590235233306885,0.7380654215812683,-0.943274736404419,1.536372423171997,2.7151217460632324,0.8300740122795105,1.9178766012191772,2.1356842517852783,2.3346972465515137,48.4124870300293,48.4124870300293,48.4124870300293,48.4124870300293,48.4124870300293,-5.510463237762451,-1.3722120523452759,-2.0183517932891846,-0.2941085696220398,-0.47512874007225037,0.338661789894104,0.21244440972805023,0.7465775609016418,0.19901804625988007,-0.26555725932121277,-0.043199725449085236,-0.06697126477956772,0.19276805222034454,0.12468264251947403,-0.2595442831516266,0.01742720603942871,0.39062389731407166,0.15028779208660126,-0.03133265674114227,-0.04825406149029732,0.1377938687801361,0.13501523435115814,0.20134945213794708,0.2996995151042938,0.3176186978816986,0.7136389017105103,0.7426872253417969,0.6786493062973022,0.679037868976593,0.6647471189498901,0.45306238532066345,0.45306238532066345,0.45306238532066345,0.45306238532066345,0.45306238532066345,-47.95085144042969,-47.95085144042969,-47.95085144042969,-47.95085144042969,-47.95085144042969,2.803919792175293,0.2294425517320633,1.4576828479766846,0.6021337509155273,0.8924006223678589,-0.43967893719673157,0.31447723507881165,-0.28621906042099,-0.19505304098129272,-0.037160955369472504,-0.22404837608337402,0.18865302205085754,-0.005484144203364849,-0.0066641210578382015,0.21859630942344666,0.01197295356541872,-0.003144526854157448,-0.22758644819259644,-0.027951354160904884,0.14825297892093658,0.10870329290628433,-0.06565682590007782,-0.06454630941152573,0.2642002999782562,0.2643926739692688,0.048774976283311844,0.19528266787528992,0.015580538660287857,-0.11154522001743317,-0.2644278407096863,-0.1673024445772171,-0.1673024445772171,-0.1673024445772171,-0.1673024445772171,-0.1673024445772171,Calm
File_4,-572.794189453125,63.43545150756836,-17.2739200592041,4.787412166595459,-2.719660997390747,-1.1731915473937988,-17.08383560180664,-2.9930310249328613,-10.746663093566895,-15.45497989654541,-5.382787227630615,-5.89481782913208,-9.607661247253418,-4.2600555419921875,-4.330595970153809,-9.115767478942871,-3.347670078277588,-2.7828733921051025,-9.182999610900879,-3.2221410274505615,-3.259549379348755,-3.655928373336792,-2.8027424812316895,-3.130908250808716,-0.2040497213602066,2.0935933589935303,-1.6658703088760376,0.2830232083797455,-0.8426201939582825,0.6459442377090454,1.7506533861160278,0.8970730900764465,2.420308828353882,1.1610747575759888,-0.36069026589393616,0.6555013060569763,0.7749356627464294,1.2934564352035522,0.42990052700042725,1.5907574892044067,34.05540466308594,34.05540466308594,34.05540466308594,34.05540466308594,34.05540466308594,-5.431750297546387,-0.517274796962738,-1.2157450914382935,-0.5129455327987671,0.16068948805332184,0.9841675162315369,0.21537050604820251,0.8725458979606628,0.9271490573883057,0.029987569898366928,0.2650330364704132,0.4189046323299408,0.19302619993686676,0.37046507000923157,0.4958593249320984,0.3976183831691742,0.7846997976303101,0.8775290250778198,0.5483238101005554,0.4830469489097595,0.47423166036605835,0.4409404993057251,0.3317331075668335,0.23506402969360352,0.20583060383796692,0.24386435747146606,0.07726030796766281,0.04233681783080101,-0.06002078577876091,-0.13150301575660706,-0.029934966936707497,-0.029934966936707497,-0.029934966936707497,-0.029934966936707497,-0.029934966936707497,-33.870635986328125,-33.870635986328125,-33.870635986328125,-33.870635986328125,-33.870635986328125,3.23176908493042,-0.40871793031692505,1.2516882419586182,0.6788773536682129,0.6827524900436401,-0.036664046347141266,0.18585950136184692,-0.2687087059020996,-0.2803829610347748,-0.11026474088430405,-0.038138896226882935,-0.07644634693861008,0.20044058561325073,0.10707282274961472,-0.12658710777759552,0.2968819737434387,0.30734357237815857,-0.2435678094625473,0.020474189892411232,-0.175339475274086,-0.21016718447208405,-0.09862545132637024,-0.07933676242828369,0.18045803904533386,0.12687350809574127,-0.26082441210746765,-0.18495337665081024,-0.18895983695983887,0.002871723612770438,0.0587863028049469,0.10784041881561279,0.10784041881561279,0.10784041881561279,0.10784041881561279,0.10784041881561279,Happy
File_5,-805.7120971679688,67.05052185058594,-5.339851379394531,18.356082916259766,-1.7791836261749268,8.741976737976074,-11.291414260864258,-0.2850392758846283,-11.901702880859375,-8.474489212036133,-0.19160443544387817,-3.24700927734375,-1.5808758735656738,-5.5477399826049805,-4.810717582702637,-1.857345700263977,-2.830660343170166,-4.30726432800293,-4.669753074645996,-2.746826410293579,-2.4370126724243164,-3.9104180335998535,-0.6412184834480286,-6.8959784507751465,-4.5368170738220215,-0.3507142961025238,-5.3992719650268555,-2.2316458225250244,-1.953099012374878,-0.9546653628349304,-2.593365430831909,-2.8132102489471436,-0.8678810596466064,-4.035098075866699,-2.6566836833953857,-1.1749848127365112,-2.4963600635528564,1.470860242843628,2.057887315750122,2.834988832473755,49.19529342651367,49.19529342651367,49.19529342651367,49.19529342651367,49.19529342651367,-6.143001079559326,-1.4861797094345093,-1.9448808431625366,-0.35272595286369324,-0.3706848919391632,0.6000636219978333,0.32413262128829956,0.743277370929718,0.1383536159992218,-0.3317089080810547,-0.046748194843530655,0.0468367300927639,0.16753913462162018,0.21444188058376312,-0.17599621415138245,-0.12828819453716278,0.16204163432121277,-0.0485818088054657,-0.06003744527697563,0.06668547540903091,0.27255967259407043,0.221697598695755,0.40666162967681885,0.23628416657447815,-0.049112629145383835,0.0978647917509079,-0.03865818306803703,-0.06970877945423126,0.19134610891342163,0.5176729559898376,0.709039032459259,0.709039032459259,0.709039032459259,0.709039032459259,0.709039032459259,-49.17285919189453,-49.17285919189453,-49.17285919189453,-49.17285919189453,-49.17285919189453,3.078420639038086,0.22899964451789856,1.7469749450683594,0.9160028100013733,0.8715692758560181,-0.3911925256252289,0.06553346663713455,-0.5707406401634216,-0.2567061185836792,0.1480415016412735,0.07426097989082336,0.14435605704784393,-0.1408589780330658,0.1351243108510971,-0.06039658561348915,-0.17383308708667755,0.027730166912078857,-0.11102107912302017,0.14238964021205902,0.20852048695087433,0.20468881726264954,0.12615159153938293,-0.3067149221897125,-0.035300109535455704,-0.06478520482778549,-0.2834305763244629,0.059241052716970444,0.07854296267032623,0.3275984823703766,0.3121843636035919,0.30423200130462646,0.30423200130462646,0.30423200130462646,0.30423200130462646,0.30423200130462646,Calm
File_6,-723.9705810546875,60.675350189208984,-5.159629821777344,11.945013046264648,-3.1446356773376465,3.547346353530884,-12.746580123901367,0.7576932907104492,-11.59169864654541,-6.5567402839660645,-2.876708984375,-3.5841145515441895,-4.2977705001831055,-3.254430055618286,-7.497593402862549,-1.199852705001831,-2.878797769546509,-4.127593040466309,-6.717644214630127,-3.1740341186523438,-3.3917059898376465,-3.983854293823242,-2.6386215686798096,-4.069782733917236,-2.8555893898010254,0.021453749388456345,-4.682192802429199,-0.5326300263404846,-1.3398456573486328,2.217116355895996,0.4034252166748047,1.7899739742279053,2.3030898571014404,2.9958465099334717,1.833892822265625,2.030235528945923,1.6216998100280762,2.2716922760009766,1.9431686401367188,2.1644062995910645,44.10318374633789,44.10318374633789,44.10318374633789,44.10318374633789,44.10318374633789,-5.336685657501221,-1.1009559631347656,-1.3394336700439453,-0.22636021673679352,-0.030488379299640656,0.44200098514556885,0.1605948507785797,0.7001696825027466,0.18798372149467468,-0.20169422030448914,-0.045780494809150696,0.04162673279643059,0.026879267767071724,0.18352708220481873,-0.11909626424312592,0.12690815329551697,0.45239898562431335,0.311909556388855,0.24146340787410736,0.3094201385974884,0.5657985210418701,0.5584381222724915,0.6824957132339478,0.6476876735687256,0.6540316343307495,0.725141704082489,0.387163370847702,0.2558724582195282,0.06474088877439499,0.08792895823717117,-0.020708929747343063,-0.020708929747343063,-0.020708929747343063,-0.020708929747343063,-0.020708929747343063,-43.77259826660156,-43.77259826660156,-43.77259826660156,-43.77259826660156,-43.77259826660156,3.2373244762420654,0.24315373599529266,1.330363154411316,0.5341111421585083,0.624675989151001,-0.491925448179245,0.2730136215686798,-0.37719687819480896,-0.07698778063058853,-0.0855771005153656,-0.014900815673172474,0.003376283682882786,0.003864527214318514,-0.02479522116482258,0.24688200652599335,0.10048458725214005,0.1258845329284668,-0.21991531550884247,0.09998389333486557,0.04415813833475113,0.1887761652469635,0.13061292469501495,0.030560387298464775,0.06407098472118378,0.06352544575929642,-0.31689366698265076,-0.16909664869308472,-0.2331080287694931,-0.04533505439758301,-0.1285352259874344,-0.0022589578293263912,-0.0022589578293263912,-0.0022589578293263912,-0.0022589578293263912,-0.0022589578293263912,Neutral
File_7,-730.1702880859375,62.64230728149414,-10.262223243713379,11.35919189453125,-2.244194746017456,2.253937244415283,-13.098886489868164,0.2345101684331894,-11.869970321655273,-6.939763069152832,-3.4791676998138428,-4.5765814781188965,-2.666883945465088,-3.3924074172973633,-8.621305465698242,-1.111944317817688,-4.580352783203125,-3.8136467933654785,-6.694196701049805,-4.991053104400635,-2.96986722946167,-4.525476455688477,-3.1693642139434814,-4.061946868896484,-4.46911096572876,-1.5258864164352417,-4.240189552307129,-1.3016079664230347,-1.0035127401351929,2.1624999046325684,-0.22281381487846375,0.4121566712856293,1.1760823726654053,-0.9325500130653381,-0.1457758992910385,-0.00807966385036707,0.8132661581039429,2.354397773742676,1.6706407070159912,2.2104828357696533,44.519989013671875,44.519989013671875,44.519989013671875,44.519989013671875,44.519989013671875,-5.270926475524902,-0.8172603249549866,-1.4101083278656006,-0.16861914098262787,0.1246541365981102,0.4633154273033142,0.20445285737514496,0.6256970763206482,0.16959604620933533,-0.20196311175823212,-0.17568917572498322,-0.08092258870601654,0.042499616742134094,0.22684556245803833,-0.0877729058265686,0.12025514245033264,0.2914169132709503,0.29460951685905457,0.2607707679271698,0.2988572120666504,0.6499843001365662,0.6269169449806213,0.6874792575836182,0.6648960113525391,0.3805064857006073,0.334894597530365,0.04926866665482521,-0.007254232652485371,0.028558341786265373,0.22665631771087646,0.2701652944087982,0.2701652944087982,0.2701652944087982,0.2701652944087982,0.2701652944087982,-44.018699645996094,-44.018699645996094,-44.018699645996094,-44.018699645996094,-44.018699645996094,3.3068180084228516,-0.04596428573131561,1.3141050338745117,0.7148147821426392,0.6325316429138184,-0.5381268858909607,0.2395341694355011,-0.5007721185684204,-0.11310940235853195,-0.07923769950866699,-0.06299961358308792,0.17608845233917236,0.03014134056866169,-0.05548723787069321,0.2850782871246338,-0.018240923061966896,0.08582333475351334,-0.17942875623703003,0.07108011096715927,0.1982848197221756,0.2729671001434326,0.14799799025058746,-0.05401603505015373,-0.12740647792816162,-0.22851040959358215,-0.38774800300598145,-0.17100556194782257,-0.004268843214958906,0.2781590521335602,0.13613954186439514,0.15324771404266357,0.15324771404266357,0.15324771404266357,0.15324771404266357,0.15324771404266357,Neutral
File_8,-825.1277465820312,52.39565658569336,-2.9000468254089355,16.25933837890625,-3.5885066986083984,7.748392105102539,-7.103020668029785,0.7081072926521301,-9.578603744506836,-6.870610237121582,-4.488221168518066,-4.159448623657227,-3.3766427040100098,-4.803825855255127,-4.846285820007324,-1.678464651107788,-1.47994065284729,-5.701066970825195,-6.656245708465576,-3.5645596981048584,-2.5248095989227295,-3.008382797241211,-2.970935583114624,-4.397463321685791,-3.4129509925842285,-0.6955975890159607,-4.650791645050049,-2.0456461906433105,-1.554417371749878,0.0719481110572815,-0.05321573093533516,-0.006069426890462637,1.8544447422027588,-0.3476370871067047,-0.2566755712032318,0.4490407407283783,-1.4928219318389893,-0.39256006479263306,0.475513756275177,0.6622472405433655,51.50361633300781,51.50361633300781,51.50361633300781,51.50361633300781,51.50361633300781,-4.861961841583252,-1.5793837308883667,-1.934798002243042,-0.6204197406768799,-0.7279077768325806,0.12677039206027985,0.16493022441864014,0.7768430709838867,0.28658899664878845,-0.1063031330704689,-0.09812317043542862,-0.008623186498880386,0.08662842959165573,0.059306930750608444,-0.09720291942358017,0.06842610985040665,0.4606637954711914,0.224388986825943,0.06468771398067474,0.1185322031378746,0.33394452929496765,0.4574355483055115,0.5379374623298645,0.5741819143295288,0.4414651095867157,0.4901699721813202,0.2490077167749405,0.010486205108463764,-0.12296251952648163,-0.0823734924197197,-0.04649197682738304,-0.04649197682738304,-0.04649197682738304,-0.04649197682738304,-0.04649197682738304,-50.3385009765625,-50.3385009765625,-50.3385009765625,-50.3385009765625,-50.3385009765625,2.334197521209717,-0.08119826763868332,1.178924322128296,0.4743787348270416,0.8944787383079529,0.03823979198932648,0.39424872398376465,-0.16211730241775513,-0.24072399735450745,-0.29240554571151733,-0.13278824090957642,0.050328440964221954,0.05182076245546341,0.15365463495254517,0.20727838575839996,0.06831815093755722,-0.06991228461265564,-0.245883047580719,0.040675774216651917,0.1433296799659729,0.19186756014823914,0.1393962800502777,0.00828698929399252,0.11628448218107224,-0.014026999473571777,-0.33899980783462524,-0.18544717133045197,-0.23868513107299805,-0.09426948428153992,0.020672304555773735,0.13282448053359985,0.13282448053359985,0.13282448053359985,0.13282448053359985,0.13282448053359985,Calm
File_9,-782.1868286132812,63.0485725402832,-11.66598129272461,14.779054641723633,0.370313823223114,5.159286022186279,-14.858769416809082,-1.5367891788482666,-13.088956832885742,-7.688863754272461,-2.5194103717803955,-7.0937604904174805,-1.6204431056976318,-6.2975029945373535,-7.147300720214844,-0.6241514682769775,-6.03743839263916,-4.418432712554932,-5.761074542999268,-4.133159637451172,-4.809484004974365,-3.7089791297912598,-3.034480571746826,-6.010258197784424,-4.743190765380859,-1.5687000751495361,-5.752456188201904,-3.5432522296905518,-3.3635737895965576,-2.3327248096466064,-3.6172640323638916,-3.32675838470459,-1.7101033926010132,-2.2828283309936523,-1.8032463788986206,1.2622954845428467,-0.7341020703315735,0.8600040078163147,1.8703337907791138,2.6428658962249756,47.77716827392578,47.77716827392578,47.77716827392578,47.77716827392578,47.77716827392578,-5.584657192230225,-1.0738681554794312,-2.001448631286621,-0.43659207224845886,-0.11094288527965546,0.6682643890380859,0.4192867875099182,0.6823447942733765,0.16566666960716248,-0.1350218802690506,0.07147520035505295,-0.12141603976488113,0.17709821462631226,0.16563299298286438,-0.1694175899028778,0.10464803874492645,0.20788981020450592,0.09265265613794327,0.03504268452525139,0.0881071388721466,0.1407080739736557,0.15810246765613556,0.24954353272914886,0.2056514322757721,0.157497376203537,0.36485031247138977,0.43183544278144836,0.43291521072387695,0.5084227919578552,0.6667967438697815,0.6995769739151001,0.6995769739151001,0.6995769739151001,0.6995769739151001,0.6995769739151001,-47.55692672729492,-47.55692672729492,-47.55692672729492,-47.55692672729492,-47.55692672729492,3.060534954071045,-0.02211589738726616,1.571922779083252,1.1019388437271118,0.7379639744758606,-0.5446796417236328,0.26403358578681946,-0.5548401474952698,-0.13453948497772217,0.020429138094186783,-0.09453096985816956,0.12269935756921768,-0.07982062548398972,0.06916049867868423,0.16908025741577148,-0.1623116284608841,0.1028241291642189,-0.1297702044248581,0.0124976122751832,0.031147969886660576,0.1564372181892395,0.04795822501182556,-0.13617032766342163,0.05878874659538269,0.13032059371471405,-0.09349853545427322,0.20344223082065582,0.10974285006523132,0.10866551846265793,0.014688965864479542,0.024338163435459137,0.024338163435459137,0.024338163435459137,0.024338163435459137,0.024338163435459137,Calm
